Car_Loan_Application_ID,Requested_Amount_In_INR,Age,Applicant_Postal_Code,Car_Fullname,Loan_Term,Applicant_State_Desc,Applicant_City_Desc,Car_Loan_Application_Creation_Date,Car_Type,Cibil_Score,Car_Loan_Disbursed,IRR
5566,988414,32.08,400097.0,Toyota - Innova 2.5 Aqm,60.0,Maharashtra,Mumbai,2013-12-18 02:29:00,Mid-Size,763.0,No,16.5
5567,230000,33.92,401101.0,Hyundai - Verna Vgt Sx,36.0,Maharashtra,Thane,2013-12-18 05:44:00,Mid-Size,556.0,No,21.4
5568,2000000,49.67,400058.0,Audi - Audi Q5 2.0 Tfsi,36.0,Maharashtra,Mumbai,2013-12-20 03:20:00,Premium-II,776.0,Yes,14.79
5569,290000,38.67,401107.0,Skoda - Fabia Tdi Eleg 1.4,18.0,Maharashtra,Thane,2013-12-20 06:48:00,Mid-Size,785.0,Yes,14.79
5570,225000,30.92,401107.0,Maruti - Alto Lxi,36.0,Maharashtra,Thane,2013-12-23 12:02:00,Compact,693.0,No,16.3
5571,345000,39.42,400007.0,Maruti - Wagon R Deo Lxi,59.0,Maharashtra,Mumbai,2013-12-24 02:35:00,Compact,788.0,Yes,17.06
5572,306000,64.0,400028.0,Honda - Honda Civic 1.8 E,23.0,Maharashtra,Mumbai,2013-12-24 05:09:00,Executive,686.0,No,22.5
5573,715000,45.5,400705.0,Renault - Duster,60.0,Maharashtra,Mumbai,2013-12-24 06:46:00,SUV,789.0,Yes,14.7
5576,320000,31.58,401105.0,Maruti - Swift,48.0,Maharashtra,Navi Mumbai,2013-12-28 08:08:00,Mid-Size,795.0,No,19.6
5578,2000000,39.83,400013.0,Jaguar - Jaguar Xj 5.0L,36.0,Maharashtra,Mumbai,2014-01-02 15:26:00,Premium-I,792.0,Yes,15.02
5579,150000,28.25,400067.0,Maruti - Maruti Wagon R,48.0,Maharashtra,Mumbai,2014-01-03 13:25:00,Compact,762.0,Yes,22.4
5580,300000,40.83,400068.0,Renault - Duster,36.0,Maharashtra,Mumbai,2014-01-03 16:12:00,SUV,762.0,Yes,15.08
5581,350000,59.25,400007.0,Nissan - Nissan Sunny,36.0,Maharashtra,Mumbai,2014-01-06 12:07:00,Mid-Size,630.0,Yes,15.02
5582,2000000,49.0,400706.0,Toyota - Fortuner 4 Wd,36.0,Maharashtra,Mumbai,2014-01-06 14:17:00,SUV,828.0,Yes,15.2
5583,400000,39.33,400053.0,Maruti - Sx4 Zxi,48.0,Maharashtra,Mumbai,2014-01-06 15:33:00,Mid-Size,-1.0,No,18.8
5584,150000,24.17,401107.0,Mahindra - Logan Gle 1.4 Petr,36.0,Maharashtra,Thane,2014-01-06 16:01:00,Mid-Size,630.0,No,13.5
5587,262000,35.33,400071.0,Hyundai - Hyndai I10 Magma,59.0,Maharashtra,Mumbai,2014-01-09 16:00:00,Mid-Size,778.0,No,16.0
5589,275000,23.92,400079.0,Chevrolet - Aveo 1.4 L,48.0,Maharashtra,Mumbai,2014-01-13 17:18:00,Compact,-1.0,No,16.3
5591,318000,42.0,400068.0,Maruti - Swift Glam,24.0,Maharashtra,Mumbai,2014-01-16 17:41:00,Compact,821.0,Yes,17.91
5592,382000,37.08,400706.0,Hyundai - I-10,59.0,Maharashtra,Mumbai,2014-01-16 18:35:00,Compact,803.0,Yes,16.34
5593,5954000,46.17,400056.0,Audi - Audi Q7 3.0 Tdi,60.0,Maharashtra,Mumbai,2014-01-17 15:53:00,Premium-II,776.0,No,13.6
5595,400000,46.0,400097.0,Toyota - Corolla H6,36.0,Maharashtra,Mumbai,2014-01-17 16:57:00,Compact,698.0,No,16.0
5596,348000,43.83,400089.0,Toyota - Toyota Corolla Altis,48.0,Maharashtra,Mumbai,2014-01-20 16:28:00,Executive,750.0,No,23.0
5597,1000000,43.92,400082.0,Skoda - Laura Amb 2.0 Tdi,36.0,Maharashtra,Mumbai,2014-01-22 11:30:00,Premium-I,791.0,No,26.5
5598,500000,45.25,410206.0,Honda - Honda City Gxi,36.0,Maharashtra,Mumbai,2014-01-24 12:17:00,Mid-Size,812.0,No,19.2
5599,400000,40.67,400078.0,Hyundai - Hyundai I10 Dlite,36.0,Maharashtra,Mumbai,2014-01-25 16:37:00,Compact,847.0,Yes,14.95
5601,225000,28.25,400069.0,Maruti - Wagon R Lpg Lxi,60.0,Maharashtra,Mumbai,2014-01-29 16:49:00,Compact,-1.0,Yes,16.4
5602,350000,60.58,400053.0,Nissan - Nissan Sunny,36.0,Maharashtra,Mumbai,2014-01-30 13:09:00,Mid-Size,838.0,Yes,15.09
5603,868000,35.0,421202.0,Toyota - Innova 2.5 Aqm,44.0,Maharashtra,Mumbai,2014-01-29 14:55:00,Mid-Size,634.0,Yes,17.22
5604,1999000,41.75,400067.0,Toyota - Fortuner 3.0 L,48.0,Maharashtra,Mumbai,2014-01-30 10:50:00,SUV,710.0,Yes,16.24
5605,600000,52.25,400097.0,Honda - Honda City Gxi,24.0,Maharashtra,Mumbai,2014-01-31 12:24:00,Mid-Size,643.0,Yes,15.19
5606,450000,36.33,400055.0,Honda - Honda City Gxi,59.0,Maharashtra,Mumbai,2014-02-03 17:13:00,Mid-Size,-1.0,No,14.2
5607,250000,61.5,400049.0,Maruti - Swift Glam,36.0,Maharashtra,Mumbai,2014-02-03 18:48:00,Compact,796.0,Yes,15.1
5608,200000,41.25,400612.0,Tata Motors - T Indigo Xl,36.0,Maharashtra,Mumbai,2014-02-03 18:20:00,Mid-Size,781.0,Yes,15.1
5609,1200000,34.33,400102.0,Toyota - Fortuner 4 Wd,48.0,Maharashtra,Mumbai,2014-02-04 18:23:00,SUV,748.0,No,23.6
5610,600000,54.08,400034.0,Toyota - Innova 2.5 Aqm,48.0,Maharashtra,Mumbai,2014-02-05 19:11:00,Mid-Size,783.0,No,25.1
5611,400000,30.75,400071.0,Hyundai - I 20 Asta,59.0,Maharashtra,Mumbai,2014-02-10 13:06:00,Mid-Size,790.0,Yes,17.23
5612,400000,35.75,400043.0,Volkswagan - Vw Vento Diesel,59.0,Maharashtra,Mumbai,2014-02-10 14:02:00,Mid-Size,793.0,Yes,16.94
5613,600000,45.58,400095.0,Chevrolet Enjoy 1.3 Ls 7 Str,59.0,Maharashtra,Mumbai,2014-02-13 18:56:00,MUV,722.0,Yes,16.28
5614,500000,43.58,400067.0,Mahindra - Mahindra Xylo E6,36.0,Maharashtra,Mumbai,2014-02-12 12:27:00,MUV,623.0,Yes,15.16
5615,300000,32.5,400101.0,Honda - Honda City Gxi,48.0,Maharashtra,Thane,2014-02-13 15:33:00,Mid-Size,751.0,Yes,17.07
5616,1000000,37.5,401105.0,Mahindra - Xuv 500,60.0,Maharashtra,Mumbai,2014-02-14 14:38:00,SUV,768.0,Yes,15.69
5617,1320000,41.92,401107.0,Mahindra - Mahindra Xuv500,47.0,Maharashtra,Mumbai,2014-02-14 15:32:00,SUV,798.0,No,21.8
5618,340000,38.42,400036.0,Maruti - Swift Zxi,60.0,Maharashtra,Mumbai,2014-02-15 17:48:00,Compact,792.0,No,23.5
5619,700000,27.75,400053.0,Toyota - Fortuner 4 Wd,59.0,Maharashtra,Mumbai,2014-02-17 16:07:00,SUV,837.0,Yes,16.28
5620,250000,55.75,400101.0,Toyota - Toyota Etios 1.5L,36.0,Maharashtra,Mumbai,2014-02-18 11:44:00,Mid-Size,820.0,No,25.0
5621,350000,32.58,421202.0,Mahindra - Mahindra Xylo E6,47.0,Maharashtra,Thane,2014-02-19 13:19:00,MUV,777.0,Yes,16.8
5624,600000,40.67,421503.0,Maruti - Maruti Suzuki Ertiga,60.0,Maharashtra,Mumbai,2014-02-22 12:14:00,Mid-Size,805.0,No,13.9
5625,400000,55.67,421306.0,Toyota - Innova 2.5 Aqm,35.0,Maharashtra,Thane,2014-02-25 13:22:00,MUV,819.0,Yes,18.27
5627,250000,60.17,400061.0,Chevrolet - Beat 1.2 Lt,36.0,Maharashtra,Mumbai,2014-02-25 16:33:00,Compact,815.0,Yes,15.08
5628,700000,55.42,400068.0,Mercedez Benz - Merc C220 Cdi-Clas,36.0,Maharashtra,Mumbai,2014-02-26 16:24:00,Mid-Size,733.0,No,25.0
5629,200000,23.17,401107.0,Hyundai - Hyundai I10 Dlite,36.0,Maharashtra,Mumbai,2014-02-26 18:15:00,Compact,755.0,Yes,17.4
5630,320000,31.33,400098.0,Maruti - Swift,36.0,Maharashtra,Mumbai,2014-03-03 18:18:00,Compact,789.0,Yes,14.97
5631,100000,23.58,401101.0,Maruti - Wagon R Deo Lxi,36.0,Maharashtra,Mumbai,2014-03-04 17:18:00,Mid-Size,790.0,No,16.2
5632,700000,52.92,400050.0,Skoda - Skoda Superb 1.8,47.0,Maharashtra,Mumbai,2014-03-04 18:14:00,Premium-I,525.0,No,12.4
5635,300000,27.17,400706.0,Honda - Honda City Gxi,35.0,Maharashtra,Mumbai,2014-03-05 15:35:00,Mid-Size,735.0,Yes,16.88
5636,364000,48.75,410206.0,Volkswagan - Polo Highline,59.0,Maharashtra,Mumbai,2014-03-12 16:17:00,Compact,648.0,No,11.9
5637,779000,26.83,400071.0,Toyota - Innova 2.5 Aqm,59.0,Maharashtra,Mumbai,2014-03-12 16:43:00,Mid-Size,807.0,No,23.6
5638,256000,68.42,400604.0,Maruti - Swift Dzire Ldi,35.0,Maharashtra,Thane,2014-03-12 19:10:00,Mid-Size,829.0,No,18.1
5640,812000,36.92,400058.0,Hyundai Elentra Neo,60.0,Maharashtra,Mumbai,2014-03-15 16:02:00,Mid-Size,819.0,No,23.8
5641,550000,35.17,400101.0,Mahindra - Quanto C8,60.0,Maharashtra,Mumbai,2014-03-19 11:08:00,SUV,774.0,Yes,16.81
5642,4500000,42.17,400064.0,Land Rover - Range Rover Vouge,60.0,Maharashtra,Mumbai,2014-03-19 19:00:00,SUV,748.0,Yes,16.85
5643,500000,28.67,400101.0,Volkswagan - Vw Vento Diesel,60.0,Maharashtra,Mumbai,2014-03-20 14:31:00,Mid-Size,-1.0,Yes,16.25
5644,405000,31.67,400610.0,Ford - Ford Figo 1.4 Zxi,60.0,Maharashtra,Thane,2014-03-20 20:07:00,Compact,629.0,Yes,17.42
5645,1400000,46.0,400070.0,Toyota - Fortuner 4 Wd,60.0,Maharashtra,Mumbai,2014-03-24 15:46:00,SUV,874.0,Yes,16.48
5646,420000,32.67,401101.0,Mahindra - Scorpio Vn,36.0,Maharashtra,Mumbai,2014-03-25 13:29:00,MUV,789.0,Yes,15.02
5647,350000,26.42,400101.0,Honda - Honda City Gxi,48.0,Maharashtra,Mumbai,2014-03-25 14:52:00,Mid-Size,791.0,Yes,16.1
5648,550000,28.08,400091.0,Skoda - Skoda Laura At 2.0,60.0,Maharashtra,Mumbai,2014-03-25 16:49:00,Premium-I,815.0,Yes,15.76
5649,500000,55.92,400703.0,Toyota - Corolla Altis Vl,36.0,Maharashtra,Mumbai,2014-03-26 11:14:00,Executive,804.0,Yes,14.84
5651,400000,53.17,400097.0,Volkswagan - Vw Vento 1.6,47.0,Maharashtra,Mumbai,2014-03-27 17:07:00,Mid-Size,828.0,Yes,16.83
5652,2000000,54.58,400706.0,Mercedez Benz - Mercedes E 250 Cdi,60.0,Maharashtra,Mumbai,2014-03-29 11:17:00,Premium-II,856.0,Yes,14.91
5654,300000,46.75,400053.0,Honda - Honda Civic 1.8 E,35.0,Maharashtra,Mumbai,2014-04-02 14:34:00,Executive,575.0,Yes,16.94
5655,500000,44.5,400054.0,Tata Motors - Indica Vista,59.0,Maharashtra,Mumbai,2014-04-02 15:45:00,Compact,802.0,No,21.8
5657,450000,31.83,400067.0,Mahindra - Bolero Special Edt,36.0,Maharashtra,Mumbai,2014-04-03 16:08:00,MUV,-1.0,Yes,24.5
5659,200000,42.92,401105.0,Maruti - Alto Lxi,60.0,Maharashtra,Mumbai,2014-04-15 15:45:00,Compact,775.0,Yes,17.22
5660,500000,54.25,400034.0,Toyota - Innova 2.5 Aqm,60.0,Maharashtra,Mumbai,2014-04-03 17:25:00,Mid-Size,795.0,No,14.0
5661,1064000,42.33,400061.0,Skoda - Skoda Ele 2.0 Di,36.0,Maharashtra,Mumbai,2014-04-04 12:14:00,Premium-I,771.0,No,24.2
5662,265000,34.75,401107.0,Maruti - Swift Glam,47.0,Maharashtra,Mumbai,2014-04-07 13:48:00,Compact,551.0,No,24.3
5663,450000,39.42,400051.0,Toyota - Innova Vx 8 Seater,36.0,Maharashtra,Mumbai,2014-04-07 16:15:00,MUV,678.0,No,25.0
5664,323000,39.17,400093.0,Hyundai - Hyundai Eon,35.0,Maharashtra,Mumbai,2014-04-26 12:15:00,Compact,842.0,No,14.6
5665,600000,44.25,401107.0,Mahindra - Xuv 500,59.0,Maharashtra,Thane,2014-04-09 14:37:00,SUV,741.0,No,14.9
5666,900000,46.08,400002.0,Skoda - Laura Amb 2.0 Tdi,24.0,Maharashtra,Mumbai,2014-04-09 15:15:00,Premium-I,783.0,Yes,16.27
5667,750000,35.58,400067.0,Toyota - Innova 2.5 Aqm,60.0,Maharashtra,Mumbai,2014-04-15 11:11:00,Mid-Size,815.0,No,17.3
5668,420000,39.83,400067.0,Mahindra - Scorpio Vn,36.0,Maharashtra,Mumbai,2014-04-11 11:45:00,MUV,740.0,Yes,15.3
5669,575000,41.58,400002.0,Chevrolet Enjoy 1.3 Ls 7 Str,59.0,Maharashtra,Mumbai,2014-04-11 15:51:00,MUV,-1.0,No,25.2
5670,300000,40.67,400095.0,Honda - Crv Rvi,24.0,Maharashtra,Mumbai,2014-04-11 16:58:00,SUV,834.0,Yes,16.1
5671,440000,29.0,400053.0,Toyota - Toyota Innova E 7S,35.0,Maharashtra,Mumbai,2014-04-11 18:38:00,MUV,614.0,No,17.3
5672,1100000,44.25,400102.0,Toyota - Fortuner 4 Wd,60.0,Maharashtra,Mumbai,2014-04-15 16:27:00,SUV,548.0,Yes,16.67
5673,570000,31.25,400097.0,Honda - Honda City 1.5 Gxi,47.0,Maharashtra,Mumbai,2014-04-15 17:43:00,Mid-Size,577.0,No,15.0
5674,450000,28.92,400064.0,Volkswagan - Vw Vento 1.6,59.0,Maharashtra,Mumbai,2014-04-16 12:38:00,Mid-Size,821.0,No,21.9
5675,700000,32.08,400091.0,Toyota - Innova 2.5 Aqm,59.0,Maharashtra,Mumbai,2014-04-17 16:12:00,Mid-Size,769.0,No,11.9
5676,500000,33.42,401107.0,Maruti - Maruti Eartiga,60.0,Maharashtra,Thane,2014-04-19 17:18:00,Mid-Size,-1.0,No,19.2
5677,900000,30.33,400603.0,Skoda - Laura Amb 2.0 Tdi,60.0,Maharashtra,Thane,2014-04-21 11:05:00,Premium-I,733.0,Yes,23.3
5678,350000,42.92,400102.0,Toyota - Innova 2.5 Aqm,20.0,Maharashtra,Mumbai,2014-04-21 15:47:00,Mid-Size,-1.0,Yes,18.19
5679,357000,27.58,400017.0,Maruti - Swift Vdi,60.0,Maharashtra,Mumbai,2014-04-21 21:01:00,Compact,0.0,No,14.9
5680,170000,34.83,400092.0,Maruti - Swift Glam,36.0,Maharashtra,Mumbai,2014-04-29 20:15:00,Compact,787.0,No,25.5
5681,290000,37.92,400092.0,Honda - City,48.0,Maharashtra,Mumbai,2014-04-23 15:28:00,Mid-Size,796.0,No,21.0
5682,12100000,44.0,400056.0,Mercedez Benz - Merc C220 Cdi-Clas,48.0,Maharashtra,Mumbai,2014-04-23 16:38:00,Premium-II,525.0,No,26.5
5683,3500000,47.08,400090.0,Land Rover - Range Rover Vouge,36.0,Maharashtra,Mumbai,2014-04-26 13:22:00,Mid-Size,754.0,No,17.3
5686,480000,33.92,400092.0,Honda - Honda City Gxi,60.0,Maharashtra,Mumbai,2014-04-27 16:29:00,Mid-Size,766.0,Yes,16.12
5687,300000,53.25,410210.0,Toyota - Innova 2.5 G4 7S,35.0,Maharashtra,Mumbai,2014-04-27 16:58:00,Mid-Size,793.0,Yes,17.54
5688,500000,30.25,400008.0,Volkswagan - Vw Vento Diesel,35.0,Maharashtra,Mumbai,2014-04-28 17:11:00,Mid-Size,-1.0,No,23.6
5690,400000,52.25,400054.0,Hyundai - Hyundai I 20 Era,60.0,Maharashtra,Mumbai,2014-04-28 19:20:00,Mid-Size,689.0,No,25.3
5691,240000,35.5,400067.0,Maruti - Swift Zxi,36.0,Maharashtra,Mumbai,2014-04-29 17:48:00,Compact,556.0,No,17.3
5693,228000,31.75,400604.0,Honda - Honda City Gxi,36.0,Maharashtra,Thane,2014-04-29 18:32:00,Mid-Size,817.0,Yes,18.24
5694,245000,40.75,400097.0,Hyundai -I20 Sportz 1.2,60.0,Maharashtra,Mumbai,2014-05-02 14:23:00,Mid-Size,-1.0,No,17.0
5695,375000,51.25,400011.0,Hyundai - I 20 Asta,48.0,Maharashtra,Mumbai,2014-05-05 12:51:00,Mid-Size,-1.0,Yes,17.47
5696,485000,39.58,400060.0,Maruti - Swift Dzire Ldi,60.0,Maharashtra,Mumbai,2014-05-05 13:31:00,Mid-Size,770.0,Yes,17.36
5697,150000,27.17,400092.0,Honda - Honda City Gxi,12.0,Maharashtra,Mumbai,2014-05-05 11:56:00,Mid-Size,804.0,Yes,19.19
5698,3500000,47.17,400090.0,Land Rover - Range Rover Discove,36.0,Maharashtra,Mumbai,2014-05-05 12:24:00,SUV,754.0,No,20.8
5700,650000,43.92,400072.0,Toyota - Innova 2.5 Aqm,36.0,Maharashtra,Mumbai,2014-05-06 11:26:00,Mid-Size,802.0,Yes,15.13
5701,250000,26.83,400601.0,Chevrolet - Cruze,59.0,Maharashtra,Thane,2014-05-07 13:02:00,Executive,-1.0,No,18.8
5702,300000,41.42,400092.0,Toyota - Toyota Etios 1.5L,36.0,Maharashtra,Mumbai,2014-05-07 16:55:00,Mid-Size,566.0,Yes,15.34
5703,250000,43.83,421306.0,Hyundai - Hyundai I10 Dlite,36.0,Maharashtra,Thane,2014-05-08 12:14:00,Compact,608.0,Yes,15.46
5704,600000,54.0,400015.0,Skoda - Skoda Laura At 2.0,36.0,Maharashtra,Mumbai,2014-06-04 16:11:00,Premium-I,776.0,Yes,17.34
5705,310000,31.58,400092.0,Honda - Honda Civic 1.8 E,60.0,Maharashtra,Mumbai,2014-05-12 11:36:00,Executive,534.0,No,23.4
5706,320000,39.75,400070.0,Maruti - Swift Dzire Ldi,35.0,Maharashtra,Mumbai,2014-05-12 14:37:00,Mid-Size,611.0,No,26.0
5707,500000,55.92,421201.0,Toyota - Innova 2.5 Aqm,36.0,Maharashtra,Mumbai,2014-05-21 14:17:00,MUV,803.0,No,18.7
5708,1500000,49.92,400101.0,Toyota - Fortuner 4 Wd,60.0,Maharashtra,Mumbai,2014-05-15 16:02:00,SUV,-1.0,No,22.1
5710,1300000,28.83,400605.0,Toyota - Fortuner 3.0 L,60.0,Maharashtra,Thane,2014-05-17 13:14:00,SUV,-1.0,Yes,15.74
5711,500000,47.17,401105.0,Skoda - Laura Amb 2.0 Tdi,59.0,Maharashtra,Thane,2014-05-19 18:50:00,Premium-I,828.0,Yes,15.82
5712,500000,32.0,400068.0,Hyundai - Hyundai Verna I,60.0,Maharashtra,Mumbai,2014-05-20 12:29:00,Mid-Size,717.0,Yes,16.75
5713,500000,46.58,400063.0,Toyota - Toyota Innova E 7S,35.0,Maharashtra,Mumbai,2014-05-21 10:37:00,MUV,558.0,No,12.5
5714,500000,39.25,401107.0,Mahindra - Mahindra Xylo E6,60.0,Maharashtra,Thane,2014-05-21 18:58:00,MUV,817.0,Yes,17.11
5715,777000,40.83,421503.0,Maruti - Maruti Suzuki Ertiga,60.0,Maharashtra,Thane,2014-05-26 12:12:00,Mid-Size,805.0,No,25.2
5716,700000,54.0,400086.0,Bmw - Bmw Xi 20D Hl,36.0,Maharashtra,Mumbai,2014-05-26 13:06:00,Premium-II,511.0,No,17.9
5717,420723,33.75,400089.0,Maruti - Swift Dezire Vxi,60.0,Maharashtra,Mumbai,2014-05-27 18:53:00,Mid-Size,721.0,No,14.2
5718,350000,47.0,421202.0,Tata Motors - Indica Vista A Tdi,59.0,Maharashtra,Mumbai,2014-05-27 18:01:00,Compact,768.0,No,14.4
5719,250000,39.08,400067.0,Maruti - Wagon R Deo Lxi,60.0,Maharashtra,Mumbai,2014-05-28 11:07:00,Compact,747.0,No,21.3
5720,2800000,63.75,400054.0,Mercedez Benz - Merc C250-Avantgr,36.0,Maharashtra,Mumbai,2014-05-28 16:43:00,Premium-II,859.0,Yes,16.69
5722,585000,40.25,400067.0,Skoda - Laura L K 1.9 Pdi,36.0,Maharashtra,Mumbai,2014-05-29 18:43:00,Premium-I,-1.0,Yes,16.57
5723,400000,39.83,400067.0,Skoda - Skoda Yeti 1.4 Tsi,24.0,Maharashtra,Mumbai,2014-05-29 19:27:00,SUV,626.0,No,19.0
5724,200000,30.83,401107.0,Hyundai - I - 10 Kappa,24.0,Maharashtra,Thane,2014-05-29 18:53:00,Compact,747.0,Yes,17.86
5725,250000,29.08,400053.0,Honda - Honda Civic 1.8 E,36.0,Maharashtra,Mumbai,2014-06-04 13:12:00,Executive,756.0,Yes,17.27
5726,1200000,30.25,400016.0,Bmw - Bmw Xi 20D Hl,60.0,Maharashtra,Mumbai,2014-05-30 18:16:00,Premium-II,771.0,Yes,15.7
5727,960000,43.83,400064.0,Skoda - Laura Amb 2.0 Tdi,36.0,Maharashtra,Mumbai,2014-05-31 13:44:00,Premium-I,0.0,No,11.8
5728,250000,48.58,400072.0,Mahindra - Scorpio Vn,27.0,Maharashtra,Mumbai,2014-06-02 13:10:00,MUV,-1.0,No,20.8
5729,750000,39.58,400101.0,Honda City S,30.0,Maharashtra,Mumbai,2014-06-03 17:16:00,Mid-Size,547.0,Yes,18.34
5730,140000,59.75,400064.0,Hyundai - Santro Gl S,36.0,Maharashtra,Mumbai,2014-06-03 18:08:00,Compact,744.0,No,26.4
5731,480000,39.17,400066.0,Ford - Ford Figo 1.4 Zxi,59.0,Maharashtra,Mumbai,2014-06-04 14:08:00,Compact,743.0,Yes,17.17
5732,546000,44.83,400066.0,Volkswagan - Vw Vento Diesel,60.0,Maharashtra,Mumbai,2014-06-05 10:50:00,Mid-Size,777.0,Yes,16.2
5733,700000,33.25,400602.0,Mahindra - Xuv 500,60.0,Maharashtra,Thane,2014-06-05 11:40:00,SUV,869.0,Yes,16.48
5734,620000,36.17,400097.0,Hyundai - Hyundai I 10 Era,36.0,Maharashtra,Mumbai,2014-06-05 14:54:00,Compact,724.0,Yes,17.15
5735,452948,47.08,400074.0,Fiat - Linea Diesel,36.0,Maharashtra,Mumbai,2014-06-06 18:44:00,Mid-Size,668.0,Yes,15.14
5736,160000,57.92,401107.0,Chevrolet - Chevy Spark 1.0 Ps,47.0,Maharashtra,Mumbai,2014-06-06 15:54:00,Compact,-1.0,No,15.2
5737,200000,27.42,400072.0,Maruti - Swift Zxi,36.0,Maharashtra,Mumbai,2014-06-16 17:52:00,Compact,776.0,Yes,17.75
5738,550000,31.17,400607.0,Toyota - Toyota Altis J,60.0,Maharashtra,Thane,2014-06-17 17:52:00,Executive,793.0,Yes,17.16
5739,1300000,36.75,400706.0,Toyota - Innova 2.5 Aqm,47.0,Maharashtra,Mumbai,2014-06-18 11:20:00,Mid-Size,530.0,Yes,18.24
5740,550000,59.83,400058.0,Hyundai -I20 Sportz 1.2,36.0,Maharashtra,Mumbai,2014-06-18 14:07:00,Mid-Size,808.0,Yes,15.25
5742,1825000,47.1,400097.0,Skoda - Skoda Superb 3.6,60.0,Maharashtra,Mumbai,2014-06-18 17:39:00,Premium-I,772.0,Yes,15.9
5743,170000,25.08,400066.0,Honda City Sv At,15.0,Maharashtra,Mumbai,2014-10-13 02:29:00,Mid-Size,-1.0,Yes,18.8
5745,150000,27.25,401107.0,Hyundai I10 Magna 1.1 Lpg,36.0,Maharashtra,Thane,2014-10-13 02:46:00,Compact,-1.0,No,25.8
5746,540000,25.1,421202.0,Honda City Vx Diesel,45.0,Maharashtra,Thane,2014-12-16 11:16:00,Mid-Size,0.0,No,16.4
5747,800000,32.58,400067.0,Bmw X3 Xdrive20D,30.0,Maharashtra,Mumbai,2014-12-16 11:55:00,Premium-II,-1.0,No,17.1
5748,1280000,41.6,400091.0,Hyundai Santa Fe 2 Wd Mt,48.0,Maharashtra,Mumbai,2014-12-16 01:22:00,SUV,750.0,No,22.0
5749,380000,33.5,401107.0,Maruti Suzuki Ritz Zxi Bs-Iv,60.0,Maharashtra,Thane,2014-12-18 05:20:00,Compact,746.0,No,11.6
5750,320000,25.42,400058.0,Hyundai I20 Magna (O) 1.2,48.0,Maharashtra,Mumbai,2015-01-30 12:15:00,Mid-Size,811.0,Yes,16.35
5752,227850,32.3,401107.0,Chevrolet Beat Lt Opt Diesel,48.0,Maharashtra,Thane,2015-02-04 15:25:00,Compact,571.0,No,22.4
5753,566000,45.8,400049.0,Honda City Vx Diesel,59.0,Maharashtra,Mumbai,2015-03-14 15:04:00,Mid-Size,791.0,No,19.6
5754,1435000,52.42,400049.0,Volkswagen Vento Tsi,59.0,Maharashtra,Mumbai,2015-03-14 14:50:00,Mid-Size,759.0,No,21.9
5756,2400000,39.58,400006.0,Mercedes-Benz C-Class 220 Blueefficiency,48.0,Maharashtra,Mumbai,2015-03-19 20:33:00,Premium-II,793.0,No,22.3
5757,700000,32.1,400097.0,Tata Aria 2014 Pride 4X4,36.0,Maharashtra,Mumbai,2015-04-16 11:13:00,SUV,705.0,Yes,17.34
5758,150000,35.3,400101.0,Maruti Suzuki Estilo Vxi Abs Bs-Iv,24.0,Maharashtra,Mumbai,2015-04-14 15:28:00,Compact,778.0,No,12.3
5760,250000,40.11,400095.0,Honda City Vx Diesel,36.0,Maharashtra,Mumbai,2015-04-14 15:03:00,Mid-Size,-1.0,No,18.9
5761,1193000,32.83,400053.0,Mahindra Xuv500 W8 Awd,36.0,Maharashtra,Mumbai,2015-04-16 12:25:00,SUV,707.0,Yes,17.26
5762,470000,38.33,400067.0,Toyota Corolla Altis J Diesel,60.0,Maharashtra,Mumbai,2015-04-14 18:33:00,Executive,779.0,Yes,16.26
5763,762000,42.42,400070.0,Hyundai Verna Fluidic 1.6 Crdi Sx At,60.0,Maharashtra,Mumbai,2015-04-15 12:35:00,Mid-Size,508.0,No,17.2
5766,550000,29.11,400067.0,Ford Endeavour Allterrain Edition 4X4 At,36.0,Maharashtra,Mumbai,2015-04-15 18:31:00,SUV,727.0,No,23.6
5767,301000,42.11,400081.0,Maruti Suzuki Wagon R 1.0 Lxi Cng,36.0,Maharashtra,Mumbai,2015-04-17 16:08:00,Compact,756.0,No,13.1
5768,210000,31.1,410210.0,Hyundai Santro Xing Gl Plus Lpg,48.0,Maharashtra,Navi Mumbai,2015-04-16 13:16:00,Compact,500.0,No,12.1
5769,236000,54.9,400103.0,Honda City Vx Diesel,36.0,Maharashtra,Mumbai,2015-04-16 17:39:00,Mid-Size,0.0,Yes,17.91
5770,200000,40.42,400091.0,Chevrolet Spark Lt 1.0 Bs-Iv Obdii,48.0,Maharashtra,Mumbai,2015-04-17 15:30:00,Compact,594.0,No,18.7
5772,566000,32.67,400068.0,Maruti Suzuki Ritz Zxi Bs-Iv,60.0,Maharashtra,Mumbai,2015-04-17 15:45:00,Compact,781.0,Yes,16.17
5774,250000,30.17,400091.0,Maruti Suzuki Wagon R 1.0 Lxi Cng,60.0,Maharashtra,Mumbai,2015-04-17 12:10:00,Compact,0.0,No,16.6
5775,733000,59.12,400063.0,Tata Indigo Ecs Vx Cr4 Bs-Iv,48.0,Maharashtra,Mumbai,2015-04-18 15:01:00,Mid-Size,816.0,No,18.3
5776,309000,30.25,400092.0,Toyota Innova 2013 2.5 Gx 7 Str Bs-Iv,28.0,Maharashtra,Mumbai,2015-04-17 18:00:00,Mid-Size,798.0,No,17.8
